,ID,characteristics_of_deformation,country,deformation_observation,duration_of_observation,geodetic_measurements,inferred_causes,latitude,longitude,measurement_methods,name,references,volcano_number,image_url,Area
1123,3847,"<p>&#8220;the Mogi model and inversion method are used&#8230; the movement amount of the magma is about 8x10m3/a&#8221; (Li et al., 2007).</p>
",China,Yes,"2003-2004 (GPS), 2011 (InSAR)",Yes,Faulting/tectonics,25.23,98.5,"InSAR, GPS - continuous",Tengchong,"[LI, C.B., SHI, X.J., LIU, S.S., ZHAO, C.P., SHI, F.Q., SHAO, D.S. and JIANG, C.S., 2007.<br />
Research on the character of the GPS deformation in the Tengchong volcano area [J]. Progress<br />
in Geophysics, 3, p.015., Lingyun, J., Qingliang, W., Duxin, C., Yaxuan, H., Ming, H., Yuhang, L. and Shanlan, Q.,<br />
2011. TIME SERIES OF DEFORMATION IN TENGCHONG VOLCANIC AREA EXTRACTED BY SBAS-DInSAR [J].<br />
Journal of Geodesy and Geodynamics, 4, p.035., Sun, Y., Wu, Z., Ye, P., Zhang, H., Li, H. and Tong, Y., 2016. Dynamics of the Tengchong<br />
volcanic region in the southeastern Tibetan plateau: A numerical study. Tectonophysics.<br />
http://dx.doi.org/10.1016/j.tecto.2016.05.028]",275110,,Philippines and SE Asia
1124,5366,"<p><span style=""color: #333333;"">No deformation was detected at Tenorio (detection threshold 2 cm/yr) during an ALOS survey of Central American volcanoes (</span><em style=""color: #333333;"">Ebmeier et al., 2013</em><span style=""color: #333333;"">).</span></p>
",Costa Rica,No,2007-2010,Yes,,10.673,-85.015,InSAR,Tenorio,"[Ebmeier, S. K., J. Biggs, T. A. Mather, and F. Amelung (2013), On the lack of InSAR observations of magmatic deformation at Central American volcanoes, J. Geophys. Res. Solid Earth, 118, 2571–2585, doi:10.1002/jgrb.50195.]",345031,,Mexico and Central America
1125,331,"<p>No Geodetic observations have been made at this off-rift (280 km), densely forested shield volcano.</p>
",Ethiopia,,,No,,7.42,35.43,No measurements,Tepi,[NASA Landsat7 image (worldwind.arc.nasa.gov)],221292,,Africa and Red Sea
1126,5213,,Portugal,,,No,,38.73,-27.32,No measurements,Terceira,"[Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=382050]",382050,,Atlantic Ocean
1127,2408,"<p>Pritchard and Simons present ERS-1 and -2 and RADARSAT data for northern Kamchatka between 1992 and 2003, although most volcanoes are only covered during the last three years. The authors state there is a complete list in the GSA Data Repository Item 2004139.<br />
The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",Russia,No,1992 to 2003,Yes,,57.2,159.83,InSAR,Terpuk,"[Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />
GSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm, Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=300512]",300512,,Kamchatka and Mainland Asia
1128,3183,"<p><span style=""color: #333333;"">An InSAR study of volcanoes in the Kenyan Rift looked at deformation at The Barrier between 2003 &#8211; 2010 using ALOS data. No deformation was reported above the detection threshold of 0.42 cm/yr (Robertson, 2015).</span></p>
",Kenya,No,2003 - 2010,Yes,,2.32,36.57,InSAR,The Barrier,"[Robertson, E. 2015. Magma storage and transport at Kenyan Rift volcanoes: a remote sensing perspective. Chapter 2. Ph.D Thesis, University of Bristol, UK., Smithsonian Institution Global Volcanism Program<br />
http://volcano.si.edu/volcano.cfm?vn=222030]",222030,,Africa and Red Sea
1129,3065,"<p><span style=""color: #000000;"">Metzger et al. (2011) present ENVISAT interferograms that reveal a transient uplift signal at the nearby Theistareykir central volcano with a maximum line-of-sight uplift of 3 cm between summers of 2007 and 2008. The authors assume the deformation is linear and due to an inflating Mogi source. The study is focused on the locking depth and slip-rate of the Húsavík Flatey fault but models the inflation of Theistareykir. </span></p>
",Iceland,Yes,,Yes,Faulting/tectonics,65.88,-16.83,"InSAR, GPS - continuous, GPS - campaign, Levelling, Strainmeter, Tiltmeter, EDM",Theistareykjarbunga,"[Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=372090, Metzger, S., Jónsson, S. and Geirsson, H. (2011), Locking depth and slip-rate of the Húsavík Flatey fault, North Iceland, derived from continuous GPS data 2006-2010. Geophysical Journal International, 187: 564-576. doi: 10.1111/j.1365-246X.2011.05176.x]",373090,,Iceland and Arctic Ocean
1130,413,"<p><span style=""color: #333333;"">Three Sisters encompasses  South Sister and the North Sister Field.</span><br />
<span style=""color: #333333;"">In 1985 and 1986 the </span><span style=""color: #333333;"">U.S Geological Survey established tilt-leveling and EDM at Three Sisters, making baseline measurements that showed no deformation (Yamashita and Doukas, 1987). </span>InSAR measurements made between 1992 &#8211; 2001 revealed uplift of an area ~ 10 km x 20 km at a rate of 3 &#8211; 5 cm/yr (Wicks et al. 2002). In response to this, the tilt-leveling and EDM networks were resurveyed using GPS, and measurements showed uplift at rates consistent with InSAR (Dzurisin et al. 2006). In 2002 &#8211; 2003, new leveling lines and 30 new campaign GPS marks were added (http://earthquake.usgs.gov/monitoring/gps/Sisters/). Three continuous GPS stations were also installed between 2001 and 2004 (http://earthquake.usgs.gov/monitoring/gps/Pacific_Northwest/). Continuous GPS measurements, and additional InSAR measurements between 2004 and 2006, showed that the deformation rate had decreased to ~1.4 cm/yr (Dzurisin et al. 2007). InSAR timeseries show that this decreased rate of uplift continued until at least 2010 (Riddick and Schmidt, 2011). Geochemical anomalies that coincide with the area of uplift suggest the existence of magma in the crust, and uplift is interpreted as inflation caused by magma intrusion (Wicks et al. 2002). In total ~0.05 &#8211; 0.07 km³ of magma was intruded as of Autunmn 2010 (Riddick and Schmidt, 2011), with models for all datasets suggesting a source depth of 5 &#8211; 7 km.</p>
",United States,Yes,"1985 - 1986, 1992 - present ",Yes,Magmatic,44.17,-121.77,"InSAR, GPS - continuous, GPS - campaign, Levelling, EDM, Dry tilt (tilt leveling)",Three Sisters,"[Yamashita, K.M., Doukas, M.P. (1987) Precise level lines at Crater Lake, Newberry Crater, and South Sister, Oregon. U.S. Geological Survey Open-File Report, 87-293 (32 pp.)., Wicks Jr., C.W., Dzurisin, D., Ingebritsen, S., Thatcher, W., Lu, Z., Iverson, J. (2002) Magmatic activity beneath the quiescent Three Sisters volcanic center, central Oregon Cascade Range, USA. Geophysical Research Letters 29 (7), 26-1–26-4., Dzurisin, D., Lisowski, M., Wicks, C. W., Poland, M. P., Endo, E. T. (2006) Geodetic observations and modeling of magmatic inflation at the Three Sisters volcanic center, central Oregon Cascade Range, USA, Journal of Volcanology and Geothermal Research, 150 (1), 35-54., Dzurisin, D., Lisowski, M., Wicks, C. W. (2009) Continuing inflation at Three Sisters volcanic center, central Oregon Cascade Range, USA, from GPS, leveling, and InSAR observations. Bulletin of volcanology, 71(10), 1091-1110., Riddick, S. N., & Schmidt, D. A. (2011) Time‐dependent changes in volcanic inflation rate near Three Sisters, Oregon, revealed by InSAR. Geochemistry, Geophysics, Geosystems, 12 (12).]",322070,,Canada and Western USA
1131,5248,,United Kingdom,,,No,,-59.458,-27.186,No measurements,Thule Islands,"[Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=390070]",390070,,Antarctica
1132,2516,,China,,,No,,42.5,82.5,No measurements,Tianshan Volcanic Group,"[Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=304020]",304020,,Kamchatka and Mainland Asia
1133,4498,"<p>An earthquake swarm at Ticsani in 2005 was accompanied by joint uplift and subsidence that was well fit by linear slip of 0.4 m on a dipping fault plane at 4 km depth (Holtkamp et al. 2011).<br />
No deformation was detected at Ticsani during a regional ALOS survey of Central Andes Volcanoes (Morales Rivera et al., 2016).</p>
",Peru,Yes,2004-2006 (Envisat) 2007-2011 (ALOS),Yes,Faulting/tectonics,-16.755,-70.595,InSAR,Ticsani,"[Holtkamp, S. G., Pritchard, M. E., & Lohman, R. B., 2011. Earthquake swarms in South America. Geophysical Journal International, 187(1), 128-146., Morales Rivera, A. M., F. Amelung, and P. Mothes (2016), Volcano deformation survey over the Northern and Central Andes with ALOS InSAR time series, Geochem. Geophys. Geosyst., 17, 2869–2883, doi:10.1002/2016GC006393.]",354031,,South America
1134,4755,"<p>No deformation was detected at Tilocalar during a regional InSAR survey of Central Andean Volcanoes (Henderson &amp; Pritchard, 2013).</p>
",Chile,No,1992-2011,Yes,,-23.97,-68.13,InSAR,Tilocalar,"[Henderson S. T., and M. E. Pritchard (2013), Decadal volcanic deformation in the Central Andes Volcanic Zone revealed by InSAR time series, Geochem. Geophys. Geosyst., 14, 1358–1374, doi:10.1002/ggge.20074.<br />
]",355105,,South America
1135,1567,"<p>No goedetic measurements have ever been made at this very remote small (50 sq km) volcanic field in eastern Mali. The volcanic field is thought to be of Holocene age (<span style=""color: #625647;"">Liegeois et al., 2005).</span></p>
",Mali,,,No,,19.83,2.83,No measurements,Tin Zaouatene Volcanic Field,"[Liegeois J-P, Benhallou A, Azzouni-Sekkal A, Yahiaoui R, Bonin B, 2005. The Hoggar swell and volcanism: reactivation of the Precambrian Tuareg shield during Alpine convergence and West African Cenozoic volcanism. In: Foulger G R, Natland H H, Presnall D C, Anderson D L (eds) Plates, Plumes, and Paradigms, (Geol Soc Amer Spec Pap), 388: 379-400.]",225002,,Africa and Red Sea
1136,5384,"<p><span style=""color: #000000;""><a style=""font-weight: inherit; font-style: inherit; color: #0062a0 !important;"" href=""http://en.vedur.is/"" target=""_blank"">The Icelandic Meteorological Office (IMO)</a></span><span style=""color: #000000;""> leads long-term monitoring of geohazards in Iceland and is responsible for maintaining instrument networks for this purpose. FutureVolc detail a <a href=""http://futurevolc.hi.is/node/18"">description of in-situ monitoring networks in Iceland and available results</a>. In-situ instrumentation to monitor geological hazards in Iceland includes seismic, GPS, strain, hydrological, radar, infrasound networks, and scanning DOAS spectrometers. With InSAR, t<span style=""color: #333333;"">he volcanoes in Iceland are not covered by a single systematic study but 85% of them have been included in separate studies of volcanic, seismic, cryospheric or geothermal processes (Biggs et al., 2014).</span></span></p>
",Iceland,No,Continuous,Yes,,63.78,-19.57,"InSAR, GPS - continuous, GPS - campaign, Levelling, Strainmeter, Tiltmeter, EDM",Tindfjallajokull,"[Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=372040, The Icelandic Meteorological Office (IMO), Sturkell, E., Einarsson, P., Sigmundsson, F., Geirsson, H., Olafsson, H., Pedersen, R., ... & Stefánsson, R. (2006). Volcano geodesy and magma dynamics in Iceland. Journal of Volcanology and Geothermal Research, 150(1), 14-34.]",372040,,Iceland and Arctic Ocean
1137,4905,"<p>No deformation was detected at Tinguiririca during a regional ALOS InSAR survey of Southern Andean Volcanoes (Fournier et al., 2010).</p>
",Chile,No,2006-2008,Yes,,-34.814,-70.352,InSAR,Tinguiririca,"[Fournier, T. J., M. E. Pritchard, and S. N. Riddick (2010), Duration, magnitude, and frequency of subaerial volcano deformation events: New results from Latin America using InSAR and a global synthesis, Geochem. Geophys. Geosyst., 11, Q01003, doi:10.1029/2009GC002558.<br />
]",357030,,South America
1138,4869,"<p>No deformation was detected at Tipas during a regional InSAR survey of Central Andean Volcanoes (Henderson &amp; Pritchard, 2013).</p>
",Argentina,No,1992-2011,Yes,,-27.195999999999998,-68.561,InSAR,Tipas,"[Henderson S. T., and M. E. Pritchard (2013), Decadal volcanic deformation in the Central Andes Volcanic Zone revealed by InSAR time series, Geochem. Geophys. Geosyst., 14, 1358–1374, doi:10.1002/ggge.20074.]",355220,,South America
1139,2429,"<p>The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",Russia,,,No,,57.4,160.1,No measurements,Titila,"[Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />
GSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm, Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=300560]",300560,,Kamchatka and Mainland Asia
1140,5388,"<p><span style=""color: #000000;""><a style=""font-weight: inherit; font-style: inherit; color: #0062a0 !important;"" href=""http://en.vedur.is/"" target=""_blank"">The Icelandic Meteorological Office (IMO)</a></span><span style=""color: #000000;""> leads long-term monitoring of geohazards in Iceland and is responsible for maintaining instrument networks for this purpose. FutureVolc detail a <a href=""http://futurevolc.hi.is/node/18"">description of in-situ monitoring networks in Iceland and available results</a>. In-situ instrumentation to monitor geological hazards in Iceland includes seismic, GPS, strain, hydrological, radar, infrasound networks, and scanning DOAS spectrometers. With InSAR, t<span style=""color: #333333;"">he volcanoes in Iceland are not covered by a single systematic study but 85% of them have been included in separate studies of volcanic, seismic, cryospheric or geothermal processes (Biggs et al., 2014).</span></span></p>
",Iceland,No,Continuous,Yes,,66.3,-17.1,"GPS - continuous, GPS - campaign, Levelling, Strainmeter, Tiltmeter, EDM",Tjornes Fracture Zone,"[Smithsonian Institution Global Volcanism Program<br />
http://www.volcano.si.edu/volcano.cfm?vn=373100, The Icelandic Meteorological Office (IMO), Sturkell, E., Einarsson, P., Sigmundsson, F., Geirsson, H., Olafsson, H., Pedersen, R., ... & Stefánsson, R. (2006). Volcano geodesy and magma dynamics in Iceland. Journal of Volcanology and Geothermal Research, 150(1), 14-34.]",373100,,Iceland and Arctic Ocean
1141,688,,United States,,,No,,55.25,-133.3,No measurements,Tlevak Strait-Suemez Is.,"[U.S. Geological Survey Alaska Volcano Observatory (AVO) website<br />
http://www.avo.alaska.edu/volcanoes/volcinfo.php?volcname=Tlevak%20Strait]",315060,,Alaska
1142,3569,"<p>Evidence from a 2015 paper by de Silva et al suggests that Toba has been uplifting in an unsteady, episodic manner since approximately 33.7ky. This study utilised the variations in <sup>14</sup>C values of lake sediments deposited on the slopes of certain islands within the Toba crater lake. Through this method, the authors estimated that Samosir island has since experienced ~700m of uplift in the east, while the deformation in the west has been much less pronounced. A more in-depth analysis of the stratigraphy suggested that uplift rates were highest between 33.7-22.5 ka at 4.9 cm/yr, but have since diminished to less than 0.7 cm/yr from 22.5ka onwards. Combining these figures with numerical models suggests that the deformation is more likely to be caused by intrusion of new material beneath the caldera, than by relaxation as a cause of caldera collapse, as was proposed by Chesner &amp; Rose, 1991. This inference of continued magmatic activity since the caldera collapse at ~74ky is supported by ongoing hydrothermal and fumarolic activities observed at the volcano.</p>
",Sumatra,Yes,33.5ka-present,Yes,Magmatic,2.58,98.83,"No measurements, 14C values in stratigraphy",Toba,"[de Silva, S. et al. 2015. Resurgent Toba—field, chronologic, and model constraints on time scales and mechanisms of resurgence at large calderas. Frontiers in Earth Science, 3. DOI: 10.3389/feart.2015.00025]",261090,,Indonesia
