jasmin_name,name,ID,country,geodetic_measurements,deformation_observation,duration_of_observation,characteristics_of_deformation,latitude,longitude,measurement_methods,inferred_causes,references,Area,frames
soda_lakes,Soda Lakes,326010,United States,No,Yes,,,39.53,-118.87,No measurements,,"['Coolbaugh, M. F., Kratt, C., Sladek, C., Zehner, R. E., & Shevenell, L. (2006). Quaternary borate deposits as a geothermal exploration tool in the Great Basin. Geothermal Resources Council Transactions, 30, 393-398.']",Kamchatka and Mainland Asia,
soda_lakes,Soda Lakes,326010,United States,No,,,,39.53,-118.87,No measurements,,['U.S. Geological Survey Volcano Hazards Program<br />\nhttps://volcanoes.usgs.gov/volcanoes/soda_lakes/'],Alaska,
sodore,Sodore,221222,Ethiopia,Yes,No,2005-2010,"<p>No deformation is observed in the Envisat interferograms between 2005-2010 (Biggs et al., 2011).</p>
",8.43,39.35,InSAR,,"['Biggs, J., I. D. Bastow, D. Keir, and E. Lewi (2011), Pulses of deformation reveal frequently recurring shallow magmatic activity beneath the Main Ethiopian Rift, Geochem. Geophys. Geosyst., 12, Q0AB10, doi:10.1029/2011GC003662.']",Kuril Islands,
,Solimana,354803,Peru,No,,,,15.4,-72.9,No measurements,,['http://volcano.si.edu/volcano.cfm?vn=354803'],West Indies,
sollipulli,Sollipulli,357111,Chile,Yes,No,2006-2008,"<p>No deformation was detected at Sollipulli during a regional ALOS InSAR survey of Southern Andean Volcanoes (Fournier et al., 2010).</p>
",-38.97,-71.52,InSAR,,"['Fournier, T. J., M. E. Pritchard, and S. N. Riddick (2010), Duration, magnitude, and frequency of subaerial volcano deformation events: New results from Latin America using InSAR and a global synthesis, Geochem. Geophys. Geosyst., 11, Q01003, doi:10.1029/2009GC002558.<br />\n']",Canada and Western USA,
soputan,Soputan,266030,Indonesia,No,,,,1.112,124.73700000000001,No measurements,,"['Global Volcanism Program, 2013. Soputan (266030) in Volcanoes of the World, v. 4.8.3. Venzke, E (ed.). Smithsonian Institution. Downloaded 22 Sep 2019 (https://volcano.si.edu/volcano.cfm?vn=266030). https://doi.org/10.5479/si.GVP.VOTW4-2013<br />\r\n<br />\r\n']",Alaska,
,Sordo Lucas,357805,Chile,Yes,No,2006-2008,"<p>No deformation was detected at Sordo Lucas during a regional ALOS InSAR survey of Southern Andean Volcanoes (Fournier et al., 2010).</p>
",-34.986999999999995,-70.456,InSAR,,"['Fournier, T. J., M. E. Pritchard, and S. N. Riddick (2010), Duration, magnitude, and frequency of subaerial volcano deformation events: New results from Latin America using InSAR and a global synthesis, Geochem. Geophys. Geosyst., 11, Q01003, doi:10.1029/2009GC002558.<br />\n']",Middle East and Indian Ocean,
sorikmarapi,Sorikmarapi,261120,Sumatra,No,,,,0.6859999999999999,99.539,No measurements,,"['Global Volcanism Program, 2013. Sorikmarapi (261120) in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. (http://volcano.si.edu/volcano.cfm?vn=261120). http://dx.doi.org/10.5479/si.GVP.VOTW4-2013']",Alaska,
sotara,Sotará,351061,Colombia,Yes,No,2006-2009,"<p>No deformation was detected at Sotará between 2006 and 2009 during ALOS surveys of Latin American volcanoes (<em>Fournier et al</em>., 2010, <em>Parks et al</em>., 2011).</p>
",2.108,-76.592,InSAR,,"['Fournier, T. J., M. E. Pritchard, and S. N. Riddick (2010), Duration, magnitude, and frequency of subaerial volcano deformation events: New results from Latin America using InSAR and a global synthesis, Geochem. Geophys. Geosyst., 11, Q01003, doi:10.1029/2009GC002558.', 'Parks, M. M., J. Biggs, T. A. Mather, D. M. Pyle, F. Amelung, M. L. Monsalve, and L. Narváez Medina (2011), Co-eruptive subsidence at Galeras identified during an InSAR survey of Colombian volcanoes (2006–2009), Journal of Volcanology and Geothermal Research 202, no. 3, 228-240, doi:10.1016/j.jvolgeores.2011.02.007']",Canada and Western USA,
soufriere_guadeloupe,Soufrière Guadeloupe,360060,France,Yes,No,2006-2008 (InSAR),"<p><span style=""color: #333333;"">No deformation was detected at Soufrière Guadeloupe during an 2006-2008 ALOS survey of Latin America (Fournier et al., 2010).</span><br />
Current GPS, tilt, strain and EDM monitoring is carried out by the <span style=""color: #222222;"">Observatoire Volcanologique et Sismologique de Guadeloupe (OVSG) &#8211; http://www.ipgp.jussieu.fr/fr/ovsg/reseau-de-mesure-deformations (in French).</span></p>
",16.044,-61.663999999999994,"InSAR, GPS - continuous, GPS - campaign, Strainmeter, Tiltmeter, EDM",,"['Fournier, T. J., M. E. Pritchard, and S. N. Riddick (2010), Duration, magnitude, and frequency of subaerial volcano deformation events: New results from Latin America using InSAR and a global synthesis, Geochem. Geophys. Geosyst., 11, Q01003, doi:10.1029/2009GC002558.']",Alaska,
soufriere_hills,Soufrière Hills,360050,United Kingdom,Yes,Yes,1995-2014,"<p>&nbsp;<br />
Deformation on multiple timescales. Modelling of continuous and campaign GPS gives two magmatic sources at ~ 6 km and ~ 10 km depth (Matiolli et al. 1998, Matiolli et al. 2010). The 6 km source is best modelled as a point source coupled to a NW trending vertical dyke. The 10 km deep source is better modelled as a prolate ellipsoid with volume ~ 24-32 km<sup>^3</sup>. Both sources inflate during periods of repose, and deflate during periods of lava dome growth on 2-3 year timescales. The NW trending dyke causes inflation and deflation on 5-7 week timescales. Summit tiltmeter stations recorded rapid (hourly-daily) cycles inferred to be associated with shallow (&lt; 1 km) conduit processes (e.g. Voight et al. 1998). InSAR observations also show subsidence of pyroclastic flow deposits at a rate of 150-200 mm/year (Wadge et al. 2006).<br />
A summary of geodetic observations at Soufrière Hills is provided by Odbert et al. (2014).</p>
",16.72,-62.18,"InSAR, GPS - continuous, GPS - campaign, Strainmeter, Tiltmeter, EDM","Magmatic, Surface deposits","['Mattioli G. S., Dixon T. H., Farina F. F., Howell E. S., Jansma P. E., Smith A. L. (1998) GPS measurement of surface deformation around Soufrière Hills Volcano, Montserrat, from October 1995 to July 1996. Geophysical Research Letters 25:3417–3420.', 'Mattioli G. S., Herd R. A., Strutt M. H., Ryan G., Widiwijayanti C., Voight B. (2010) Long term surface deformation of Soufrière Hills Volcano, Montserrat from GPS geodesy: inferences from simple elastic inverse models. Geophysical Research Letters 37:L00E13, http://dx.doi.org/10.1029/2009GL042268.', 'Voight B., Hoblitt R., Clarke A., Lockhart A., Miller A., Lynch L., McMahon J. (1998) Remarkable cyclic ground deformation monitored in real-time on Montserrat, and its use in eruption forecasting. Geophysical Research Letters 25:3405–3408. http://dx.doi.org/10.1126/science.283.5405.1138', 'Wadge G., Mattioli G. S., Herd R. A. (2006) Ground deformation at Soufrière Hills Volcano, Montserrat during 1998–2000 measured by radar interferometry and GPS. Journal of Volcanology and Geothermal Research 152:157–173.', 'Odbert H. M., Ryan G. A., Mattioli G. S., Hautmann S., Gottsmann J., Fournier N., Herd R. A. (2014) in The Eruption of Soufrière Hills Volcano, Montserrat from 2000 to 2010, Volcano geodesy at the Soufrière Hills Volcano, Montserrat: a review, Geological Society, London, Memoirs, eds Wadge G., Robertson R. E. A., Voight B. http://dx.doi.org/10.1144/M39.11, 39, pp 195–217.']",Alaska,
soufriere_st._vincent,Soufrière St. Vincent,360150,Saint Vincent and the Grenadines,Yes,Yes,1977-1981 (tilt) 2006-2008 (InSAR),"<p>Repeat dry-tilt measurements at two stations between 1977 and 1981 showed inflation over two years before the 1979 eruption, followed by more rapid deflation after the eruption (<em>Fiske and Shepherd</em>, 1982). The source was attributed to a magma reservoir at a depth of greater than 10 km based on the ratio of tilt between the two stations.<br />
No deformation was detected at Soufrière St. Vincent during an ALOS survey of Latin American volcanoes (<em>Fournier et al</em>., 2010).</p>
",13.33,-61.18,"InSAR, Tiltmeter",Magmatic,"['Fiske, R. S., & Shepherd, J. B. (1982). Deformation studies on Soufriere, St. Vincent, between 1977 and 1981. Science, 216(4550), 1125-1126, doi:http://dx.doi.org/10.1126/science.216.4550.1125', 'Fournier, T. J., M. E. Pritchard, and S. N. Riddick (2010), Duration, magnitude, and frequency of subaerial volcano deformation events: New results from Latin America using InSAR and a global synthesis, Geochem. Geophys. Geosyst., 11, Q01003, doi:10.1029/2009GC002558.']",Alaska,
south_island,South Island,222020,Kenya,No,,,"<p><span style=""color: #625647;"">No geodetic studies of South Island volcano have been published. </span></p>
",2.63,36.6,No measurements,,['http://volcano.si.edu/volcano.cfm?vn=222020'],Alaska,
,Southern Thule,390070,United Kingdom,No,Yes,7 day Cruise,,-59.442,-27.225,"No measurements, Bathymetry",,"['Leat P T, Day S J, Tate A J, Martin T J, Owen M J, Tappin D R, 2013. Volcanic evolution of the South Sandwich volcanic arc, South Atlantic, from multibeam bathymetry. Journal of Volcanology and Geothermal Research 265, 60-77. http://dx.doi.org/10.1016/j.jvolgeores.2013.08.013', 'Leat, P. T., Tate, A. J., Tappin, D. R., Day, S. J., & Owen, M. J. (2010). Growth and mass wasting of volcanic centers in the northern South Sandwich arc, South Atlantic, revealed by new multibeam mapping. Marine Geology, 275(1), 110-126.']",Mediterranean and W. Asia,
,Thule Islands,390070,United Kingdom,No,,,,-59.458,-27.186,No measurements,,['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=390070'],Antarctica,
spectrum_range,Spectrum Range,320070,Canada,No,,,,57043.0,-130.68,No measurements,,"['Hickson C J, Edwards B R, 2001. Volcanoes and Volcanic Hazards in Canada. In; Brooks G R (ed) {A Synthesis of Geological Hazards in Canada}, Geol Surv Can Bull, 548: 1-248']",Mexico and Central America,
spokoiny,Spokoiny,300671,Russia,No,,,"<p>The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",58.13,160.82,No measurements,,"['Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />\nGSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm', 'Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=300671']",Indonesia,
,Spurr,313040,United States,Yes,Yes,1993 - 2010,"<p>InSAR measurements at Spurr cover two seismic swarms. The first swarm took place in 1996 &#8211; 1998 at <span style=""color: #000000;"">Strandline Lake, 30 km northeast of Spurr. Initial InSAR observations showed no evidence of strong surface deformation, ruling out magma intrusion at depths &lt;10 km (Kilgore et al., 2011). Later observations by Lu and Dzurisin (2014) identify broad inflation associated with this event, and find that best-fitting models agree with a deep source (12-16 km). </span>InSAR measurements covering a second earthquake swarm in 2004 &#8211; 2005 beneath the summit of Spurr also show broad inflation at 10 &#8211; 14 km depth. Modelled volume changes associated with both events are similar (0.04 &#8211; 0.06 km³), and are interpreted to be caused by episodic intrusion of magma into the crust. InSAR measurements outside of these periods show no evidence of deformation.</p>
",61.299,-152.251,InSAR,Magmatic,"['Kilgore, W.W., Roman, D.C., Biggs, Juliet, and Hansen, Roger, 2011, Seismic and geodetic investigation of the 1996-1998 earthquake swarm at Strandline Lake, Alaska: Geophysical Journal International, v. 186, n. 3, p. 1365-1379, doi:10.1111/j.1365-246X.2011.05115.x.', 'Lu, Z., and Dzurisin, D., 2014, InSAR imaging of Aleutian volcanoes: Chichester, UK, Springer-Praxis, 390 p.', 'U.S. Geological Survey Alaska Volcano Observatory (AVO) website<br />\nhttp://www.avo.alaska.edu/volcanoes/volcinfo.php?volcname=Spurr']",South America,
,Srednii,290211,Russia,No,,,,47.6,140.92,No measurements,,['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=290211'],Indonesia,
st._catherine,St. Catherine,360170,Grenada,Yes,No,2006-2008,"<p>No deformation was detected at St. Catherine during an ALOS survey of Latin American volcanoes (<em>Fournier et al</em>., 2010).</p>
",12.15,-61.67,InSAR,,"['Fournier, T. J., M. E. Pritchard, and S. N. Riddick (2010), Duration, magnitude, and frequency of subaerial volcano deformation events: New results from Latin America using InSAR and a global synthesis, Geochem. Geophys. Geosyst., 11, Q01003, doi:10.1029/2009GC002558.']",Indonesia,
st._helens,St. Helens,321050,United States,Yes,Yes,"1972, 1980 - present","<p style=""color: #333333;"">In 1972 several baseline distance measurements were made at St Helens, but these were not repeated prior to the onset of activity in 1980. Deformation measurements throughout the eruption were made using EDM, dry-tilt, photogrammetry and tiltmeters. At the peak of activity, photogrammetry revealed over 100 m of deformation on the upper north slope, and continual lateral displacements at 2.5 m/day. Following the eruption, tilt data showed slow deflation interupted by brief periods of inflation that preceeded pyroclastic flows (Lipman and Mullineaux, 1981).</p>
<p style=""color: #333333;"">The first continuous GPS instrument was installed at St Helens in 1997 and in 2000 the U.S. Geological Survey Cascades Volcano Observatory (CVO) established a campaign GPS network of over 40 stations. Repeat measurements of this network were made in 2003 but showed no evidence of volcano-wide deformation. This is in agreement with InSAR studies between 1992 &#8211; 2004, which also showed no measureable deformation (Sherrod et al. 2008).</p>
<p style=""color: #333333;"">In 2004 a swarm of earthquakes marked the onset of renewed unrest at the volcano, and the continuous GPS station recorded motion downwards and inwards. In response to this, the campaign network was resurveyed and 11 new continuous GPS receivers were installed. All instruments recorded subtle (max 3 cm) but widespread deflation of the volcano.  InSAR observations of the eruption were dominated by atmospheric artefacts, but interferograms support subsidence of the edifice at up to 1 cm/yr. Inward and downward movement is interpreted to be due to depletion of a ~7 km depth magma reservoir. Following the eruption there was a slight reversal in the deformation signal (inflation) of up to 1 cm, interpreted to be due to repressurisation of the reservoir (Sherrod et al. 2008).</p>
<p><span style=""color: #333333;"">Throughout the eruption, GPS &#8220;spiders&#8221; were developed and deployed by the CVO </span><span style=""color: #333333;"">to record </span><span style=""color: #333333;"">deformation</span><span style=""color: #333333;""> associated with </span><span style=""color: #333333;"">lava</span><span style=""color: #333333;"">dome</span><span style=""color: #333333;""> growth. These instruments were dropped from a helicopter onto the erupted spines providing direct measurements of the extrusion rate. During the eruption a network of tiltmeters was also installed . Instruments close to the vent recorded thousands of events typically consisting of rapid tilt of the ground away from the vent followed by a gradual reversal. This is consistent with slow extrusion of a plug of lava caused by </span>cycles of pressurization within the volcanic conduit near the shallow (&lt; 1 km deep) interface between the rising plug and the 1980s lava dome (Anderson et al. 2010). The tilt events ceased when the eruption ended in late January 2008.<br />
In recent years, additional continuous GPS stations have been installed and in 2013 25 were operational (http://earthquake.usgs.gov/monitoring/gps/Pacific_Northwest/). Measurements of part of the campaign GPS network also continue (http://earthquake.usgs.gov/monitoring/gps/Helens/).</p>
",46.2,-122.18,"InSAR, GPS - continuous, GPS - campaign, Tiltmeter, EDM, Photogrammetry, Dry-tilt, Rapid response GPS ""spiders""","Magmatic, Eruption","['Lipman, P. W.,  Mullineaux, D. R. (Eds.) (1981. The 1980 Eruptions of Mount St. Helens, Washington. U.S. Geological Survey Professional Paper , 1250, 844 p. http://pubs.er.usgs.gov/publication/pp1250.', 'Sherrod, D. R., Scott, W. E., Stauffer, P. H. (Eds.) (2008) A Volcano Rekindled: The Renewed Eruption of Mount St. Helens, 2004-2006. U.S. Geological Survey Professional Paper , 1750, 856 p.', 'Anderson, K., Lisowski, M., Segall, P. (2010) Cyclic ground tilt associated with the 2004–2008 eruption of Mount St. Helens. Journal of Geophysical Research , 115, 29 pp. doi:10.1029/2009JB007102.', 'U.S. Geological Survey Cascade Volcano Observatory (CVO) http://volcanoes.usgs.gov/volcanoes/st_helens/st_helens_monitoring_103.html']",Indonesia,
